company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Accesstage,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Acolad Group,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Adaflow,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Agrobens,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Agência Foster,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AiVA,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
AltoQi Tecnologia,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Anjo Tintas e Solventes,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Arcade.com,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ArenoNet GmbH,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ArguSec,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
As Pereiras,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Aviato,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
B2B Stack,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BLeader,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BRACENET,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
BardegaMZ - Bebidas e Perfumes,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Beach Commute,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bext,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Blis AI,1,0,0,0,0,0,48.0,Software Engineer,Software Engineering,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
C & S strategy-execution-results,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CEO AnalytConsult GbR,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Camaleon Hub,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cerulean Circle GmbH,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Chattie,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CineProMatica,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cloud IT Solutions,1,0,0,0,0,0,48.0,Consultant,Consulting,24.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'cloud' + consulting 'solutions',,,
Codingscape,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cometa,1,0,0,0,0,0,48.0,HR,HR,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Controltax Consultoria,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
CoreTech LLC,1,0,0,0,0,1,48.0,Data Scientist,Data Science / AI,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
CuSolid,1,0,1,0,0,0,43.0,Talent Acquisition,Recruiting,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DNX Soluções Tecnológicas,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Datime,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Decimals,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Direção e Sentido Estratégia e Inovação,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Disruptivos,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ES-ONE Participações,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ESCRIBA,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ETYC,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Eleve-C Desenvolvimento de Pessoas,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'desenvolvimento',,,
"Ellas Business, Finance and I.A",1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Erathos,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Experiment Nepal,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
FG BUSINESS HEALTH,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
FastBuilt,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Findor,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Flagare Consultores TI,1,0,0,0,0,0,48.0,Other,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Forebrain,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
GE4A - Green Energy for All,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Geoinovações Consultoria e Treinamentos,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Global Shunter (GS),1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GlobalCoders.app,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GoWoofer,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Goal Soluções em Energia,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Gradzo,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Atalhos Digitais,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Grupo Giovana Moraes,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo TGPM,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Guidance Experts,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
HUMAN is HR,1,0,0,0,0,0,48.0,Founder,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Habyt,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Hisignal,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Honeycomb.io,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Horizonia,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Hortti,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Incorra,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Inphinity ∞,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Intelligence,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
JCLRHConsultoria-Recrutamento e Seleçao,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
KOUD,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kalidash,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kipon,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Komplian,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LET'S,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LIMAGRAIN,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Laísse Moreira Gestão e Desenvolvimento de Pessoas,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'desenvolvimento',,,
Levelly.ai,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
LiveCom,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Lobie,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Lyncas.Net,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"MB - Consultoria em RH, Carreira e Desenvolvimento Humano",1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,mixed signals: tech 'desenvolvimento' + consulting 'consultoria',,,
MIGNOW,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MUFG Investor Services,1,0,1,0,0,0,43.0,Talent Acquisition,Recruiting,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'services',,,
MXPLAN,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MatchLyn,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Max Grundig Klinik,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Menta,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MercoAnalitycs,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mindset Ágil - Consultoria e Treinamentos,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Minha Saúde Em Casa,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MoMo from MTN,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Moki Sistemas,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'sistemas',,,
Mount Indie Recruiting Solutions,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
NATO Communications and Information Agency (NCI Agency),1,0,0,0,1,0,44.0,Executive,Data Engineering,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NGXit,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Naches,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nextep Finance,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nextify S/A,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nice House,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nordware,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Odd Studio,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
P3 Business Consultoria Estratégica,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
PM Business Solutions,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
PMOdyssey Podcast,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Papilio AI,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Passaporte Tech,1,0,0,0,0,0,48.0,Consultant,Consulting,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Patamali,1,0,0,0,1,0,44.0,Executive,Software Engineering,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pax AI,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
People Pace,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Personat,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Playbook Lab,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ProNext - Soluções Inteligentes,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Quorion,1,0,0,0,1,0,44.0,Executive,Management,24.1,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
RHSTRATEGIC Parcerias de Negócios,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Real Concept,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RevBridge AI,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Rumbo,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SchubKI GmbH,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Scienza Uruguay,1,0,0,0,0,0,48.0,Other,Other,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Skala,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Southmead,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Sporting Rock GmbH,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Stack Tecnologias,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
StarMind,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Stocci,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TE Connectivity,1,0,1,0,0,0,43.0,Talent Acquisition,Recruiting,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Talent | Agência de RH,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tavares Data AI,1,0,0,0,1,0,44.0,Executive,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
The Agentic Mesh Company,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
The Pschentrix Inventors,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Thinqr,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tilt,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Urudata Software,1,0,0,0,0,0,48.0,HR,Management,24.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
VYRA,1,0,0,0,1,0,44.0,Executive,Management,24.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
